sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","savedsearch_name","scan_count",status,"total_run_time","ui_dispatch_view","api_et","search_et","api_lt","search_lt","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_ui_dispatch_view","__mv_api_et","__mv_search_et","__mv_api_lt","__mv_search_lt"
"admin__admin__browsers__search1_1523767605.1","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1523767605.857307",0,"UI:Dashboard:overview",27949,1523767606,1,search1,27949,completed,"1.708021653",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1523767607.7","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1523767607.987310",0,"UI:Dashboard:overview",24955,1523767608,1,search2,24955,completed,"4.229971528",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1523767607.8","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1523767607.990464",0,"UI:Dashboard:overview",24955,1523767608,615,search3,24955,completed,"5.063190282",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1523767607.9","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1523767607.994020",0,"UI:Dashboard:overview",24955,1523767608,24955,search4,24955,completed,"6.231259326",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1523767608.10","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1523767608.032741",0,"UI:Dashboard:overview",24955,1523767608,24,search5,24955,completed,"4.176005314",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1523767608.11","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1523767608.041990",0,"UI:Dashboard:overview",24955,1523767608,7,search6,24955,completed,"4.688705874",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1523767608.12","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1523767608.062283",0,"UI:Dashboard:overview",24955,1523767608,6,search7,24955,completed,"4.636430312",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search1_1523769025.15","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1523769025.093002",0,"UI:Dashboard:overview",28005,1523769025,1,search1,28005,completed,"1.734168800",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1523769027.18","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1523769027.413410",0,"UI:Dashboard:overview",25010,1523769027,1,search2,25010,completed,"4.386086231",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1523769027.19","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1523769027.417898",0,"UI:Dashboard:overview",25010,1523769027,615,search3,25010,completed,"5.633886472",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1523769027.20","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1523769027.422130",0,"UI:Dashboard:overview",25010,1523769027,25010,search4,25010,completed,"6.491984450",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1523769027.21","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1523769027.456183",0,"UI:Dashboard:overview",25010,1523769027,24,search5,25010,completed,"4.551965773",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1523769027.22","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1523769027.473125",0,"UI:Dashboard:overview",25010,1523769027,7,search6,25010,completed,"5.145718080",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1523769027.23","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1523769027.525816",0,"UI:Dashboard:overview",25010,1523769028,6,search7,25010,completed,"4.972706857",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search1_1551271124.26","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1551271124.670085",0,"UI:Dashboard:overview",29942,1551271124,1,search1,29942,completed,"1.651",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1551271126.33","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1551271126.991277",0,"UI:Dashboard:overview",27423,1551271127,1,search2,27423,completed,"3.041",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1551271127.34","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1551271127.031398",0,"UI:Dashboard:overview",27423,1551271127,497,search3,27423,completed,"3.604",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1551271127.35","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1551271127.039398",0,"UI:Dashboard:overview",27423,1551271127,27423,search4,27423,completed,"3.8320000000000003",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1551271127.36","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1551271127.058426",0,"UI:Dashboard:overview",27423,1551271127,24,search5,27423,completed,"3.145",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1551271127.37","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1551271127.073465",0,"UI:Dashboard:overview",27423,1551271127,7,search6,27423,completed,"3.5820000000000003",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1551271127.38","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1551271127.077715",0,"UI:Dashboard:overview",27423,1551271127,92,search7,27423,completed,"3.54",,,,,,,,,,,,,,,,,,,,,,,
"1551271162.39","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | search domain=""camgirl.gallery""","Jonathons-MacBook-Air.local","1551271162.836469",0,"UI:Search",2144,1551271162,2144,,27458,completed,"2.076",,"1530446885.000000000","1530446885.000000000",,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search1_1551271181.40","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1551271181.045464",0,"UI:Dashboard:overview",29942,1551271181,1,search1,29942,completed,"1.2590000000000001",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1551271182.41","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1551271182.552405",0,"UI:Dashboard:overview",27423,1551271182,1,search2,27423,completed,"2.8970000000000002",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1551271182.42","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1551271182.556841",0,"UI:Dashboard:overview",27423,1551271182,497,search3,27423,completed,"3.4530000000000003",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1551271182.43","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1551271182.564628",0,"UI:Dashboard:overview",27423,1551271183,27423,search4,27423,completed,"3.6390000000000002",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1551271182.44","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1551271182.570735",0,"UI:Dashboard:overview",27423,1551271183,24,search5,27423,completed,"2.979",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1551271182.46","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1551271182.576133",0,"UI:Dashboard:overview",27423,1551271183,7,search6,27423,completed,"3.501",,,,,,,,,,,,,,,,,,,,,,,
"1551271199.47","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | search domain=""chaturbate.com""","Jonathons-MacBook-Air.local","1551271199.556253",0,"UI:Search",1074,1551271199,1074,,27458,completed,"4.143",,"1530446885.000000000","1530446885.000000000",,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search1_1573671113.3665","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1573671113.022045",0,"UI:Dashboard:overview",29942,1573671113,1,search1,29979,completed,"1.582",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1573671116.3672","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1573671116.340429",0,"UI:Dashboard:overview",27423,1573671116,1,search2,27458,completed,"4.291",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671116.3673","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1573671116.351607",0,"UI:Dashboard:overview",27423,1573671116,497,search3,27458,completed,"5.349",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1573671116.3677","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1573671116.371221",0,"UI:Dashboard:overview",27423,1573671117,7,search6,27458,completed,"5.42",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671205.3679","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | rex field=target ""(?i)[^\.]*\.(?P<ext>.{0,4})$"" | timechart count by ext","Jonathons-MacBook-Air.local","1573671205.206905",0,"UI:Dashboard:downloads",2517,1573671205,92,search5,2521,completed,"1.116",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671236.3681","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | rex field=target ""(?i)[^\.]*\.(?P<ext>.{0,4})$"" | timechart limit=200 count by ext","Jonathons-MacBook-Air.local","1573671236.365485",0,"UI:Dashboard:downloads",2517,1573671236,92,search5,2521,completed,"0.648",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671284.3683","search index=browsers sourcetype=""bookmarks"" os_user=""*"" browser=* | table title, _time","Jonathons-MacBook-Air.local","1573671284.986479",0,"UI:Dashboard:bookmarks",0,1573671285,0,search3,0,completed,"0.326",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671294.3687","search index=browsers sourcetype=""local"" os_user=""*"" | where like(url, ""%.doc"") OR like(url, ""%.docx"") OR like(url, ""%.xsl"") OR like(url, ""%.xslx"") OR like(url, ""%.ppt"") OR like(url, ""%.pptx"") OR like(url, ""%.pdf"") | eval url=replace(url,""file:///"","""") | eval url=urldecode(url) | table url, _time","Jonathons-MacBook-Air.local","1573671294.007299",0,"UI:Dashboard:local",0,1573671294,0,search5,0,completed,"0.329",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1573671322.3689","search index=browsers sourcetype=""local"" os_user=""*"" | where like(url, ""%.jpg"") OR like(url, ""%.png"") | eval url=replace(url,""file:///"","""") | eval url=urldecode(url) | table url, _time","Jonathons-MacBook-Air.local","1573671322.982184",0,"UI:Dashboard:local",0,1573671323,0,search4,0,canceled,"0.62",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671322.3691","search index=browsers sourcetype=""local"" os_user=""*"" | where like(url, ""%.doc"") OR like(url, ""%.docx"") OR like(url, ""%.xsl"") OR like(url, ""%.xslx"") OR like(url, ""%.ppt"") OR like(url, ""%.pptx"") OR like(url, ""%.pdf"") | eval url=replace(url,""file:///"","""") | eval url=urldecode(url) | table url, _time","Jonathons-MacBook-Air.local","1573671322.986701",0,"UI:Dashboard:local",0,1573671323,0,search5,0,canceled,"0.557",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1573671336.3692","search index=browsers sourcetype=""local"" os_user=""jonathon"" | where like(url, ""%.jpg"") OR like(url, ""%.png"") | eval url=replace(url,""file:///"","""") | eval url=urldecode(url) | table url, _time","Jonathons-MacBook-Air.local","1573671336.170664",0,"UI:Dashboard:local",0,1573671336,0,search4,0,completed,"0.514",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671336.3694","search index=browsers sourcetype=""local"" os_user=""jonathon"" | top url | table url,count","Jonathons-MacBook-Air.local","1573671336.181278",0,"UI:Dashboard:local",0,1573671336,0,search3,0,completed,"0.537",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671336.3695","search index=browsers sourcetype=""local"" os_user=""jonathon"" | where like(url, ""%.doc"") OR like(url, ""%.docx"") OR like(url, ""%.xsl"") OR like(url, ""%.xslx"") OR like(url, ""%.ppt"") OR like(url, ""%.pptx"") OR like(url, ""%.pdf"") | eval url=replace(url,""file:///"","""") | eval url=urldecode(url) | table url, _time","Jonathons-MacBook-Air.local","1573671336.225199",0,"UI:Dashboard:local",0,1573671336,0,search5,0,completed,"0.538",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671345.3696","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | stats sum(maxBytes) as total | eval total=total/1024/1024/1024 | eval total=round(total, 3)","Jonathons-MacBook-Air.local","1573671345.869667",0,"UI:Dashboard:downloads",2517,1573671346,1,search3,2521,completed,"0.681",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1573671345.3697","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | table _time, target | sort - _time","Jonathons-MacBook-Air.local","1573671345.873619",0,"UI:Dashboard:downloads",2517,1573671345,2517,search4,2521,canceled,"1.045",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671345.3698","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | rex field=target ""(?i)[^\.]*\.(?P<ext>.{0,4})$"" | timechart limit=200 count by ext","Jonathons-MacBook-Air.local","1573671345.879736",0,"UI:Dashboard:downloads",2517,1573671345,92,search5,2521,completed,"0.76",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search1_1573671349.3699","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1573671349.168119",0,"UI:Dashboard:overview",29942,1573671349,1,search1,29979,completed,"0.932",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1573671350.3700","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1573671350.552840",0,"UI:Dashboard:overview",27423,1573671350,0,search4,27458,canceled,"5.671",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671350.3701","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1573671350.560147",0,"UI:Dashboard:overview",20102,1573671351,0,search3,21873,canceled,"4.4590000000000005",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671350.3704","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1573671350.574544",0,"UI:Dashboard:overview",27423,1573671350,24,search5,27458,canceled,"4.41",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1573671350.3705","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1573671350.578906",0,"UI:Dashboard:overview",27423,1573671350,92,search7,27458,canceled,"5.066",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search1_1573671366.3706","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1573671366.728204",0,"UI:Dashboard:overview",29942,1573671367,1,search1,29979,completed,"1.229",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671368.3708","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1573671368.937987",0,"UI:Dashboard:overview",27423,1573671369,497,search3,27458,completed,"4.595",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1573671368.3711","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1573671368.945863",0,"UI:Dashboard:overview",27423,1573671369,7,search6,27458,completed,"4.277",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671368.3712","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1573671368.962516",0,"UI:Dashboard:overview",27423,1573671369,24,search5,27458,completed,"3.882",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1573671432.3713","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1573671432.709436",0,"UI:Dashboard:overview",0,1573671433,0,search2,0,completed,"0.504",,"1573581600.000000000","1573581600.000000000","1573671432.000000000","1573671432.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671437.3716","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1573671437.488566",0,"UI:Dashboard:overview",0,1573671437,0,search3,0,completed,"0.317",,"1573581600.000000000","1573581600.000000000","1573671437.000000000","1573671437.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1573671442.3717","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1573671442.798312",0,"UI:Dashboard:overview",0,1573671442,0,search4,0,completed,"0.251",,"1573581600.000000000","1573581600.000000000","1573671442.000000000","1573671442.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671450.3718","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1573671450.215466",0,"UI:Dashboard:overview",0,1573671450,0,search5,0,completed,"0.249",,"1573581600.000000000","1573581600.000000000","1573671450.000000000","1573671450.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1573671455.3719","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1573671455.013989",0,"UI:Dashboard:overview",0,1573671455,0,search6,0,completed,"0.23500000000000001",,"1573581600.000000000","1573581600.000000000","1573671455.000000000","1573671455.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1573671460.3720","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1573671460.427130",0,"UI:Dashboard:overview",0,1573671460,0,search7,0,completed,"0.244",,"1573581600.000000000","1573581600.000000000","1573671460.000000000","1573671460.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671475.3721","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1573671475.633368",0,"UI:Dashboard:overview",0,1573671476,0,search3,0,canceled,"0.785",,"1573632000.000000000","1573632000.000000000","1573671475.000000000","1573671475.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1573671475.3722","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1573671475.638398",0,"UI:Dashboard:overview",0,1573671476,0,search2,0,canceled,"0.8180000000000001",,"1573632000.000000000","1573632000.000000000","1573671475.000000000","1573671475.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1573671475.3723","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1573671475.651792",0,"UI:Dashboard:overview",0,1573671476,0,search4,0,canceled,"0.595",,"1573632000.000000000","1573632000.000000000","1573671475.000000000","1573671475.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671475.3724","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1573671475.674919",0,"UI:Dashboard:overview",0,1573671476,0,search5,0,canceled,"0.629",,"1573632000.000000000","1573632000.000000000","1573671475.000000000","1573671475.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1573671475.3725","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1573671475.698300",0,"UI:Dashboard:overview",0,1573671476,0,search6,0,canceled,"0.712",,"1573632000.000000000","1573632000.000000000","1573671475.000000000","1573671475.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1573671475.3726","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1573671475.742683",0,"UI:Dashboard:overview",0,1573671476,0,search7,0,canceled,"0.803",,"1573632000.000000000","1573632000.000000000","1573671475.000000000","1573671475.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671482.3727","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1573671482.793817",0,"UI:Dashboard:overview",0,1573671482,0,search3,0,canceled,"0.888",,"1573372800.000000000","1573372800.000000000","1573671482.000000000","1573671482.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1573671482.3729","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1573671482.829326",0,"UI:Dashboard:overview",0,1573671483,0,search4,0,canceled,"0.643",,"1573372800.000000000","1573372800.000000000","1573671482.000000000","1573671482.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671482.3730","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1573671482.867564",0,"UI:Dashboard:overview",0,1573671483,0,search5,0,canceled,"0.661",,"1573372800.000000000","1573372800.000000000","1573671482.000000000","1573671482.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1573671482.3731","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1573671482.964574",0,"UI:Dashboard:overview",0,1573671483,0,search7,0,canceled,"0.738",,"1573372800.000000000","1573372800.000000000","1573671482.000000000","1573671482.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1573671482.3732","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1573671482.992678",0,"UI:Dashboard:overview",0,1573671483,0,search6,0,canceled,"0.6950000000000001",,"1573372800.000000000","1573372800.000000000","1573671482.000000000","1573671482.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1573671491.3733","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1573671491.605379",0,"UI:Dashboard:overview",27423,1573671491,1,search2,27458,completed,"3.384",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1573671491.3735","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1573671491.613349",0,"UI:Dashboard:overview",27423,1573671491,497,search3,27458,completed,"3.986",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1573671491.3736","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1573671491.636287",0,"UI:Dashboard:overview",27423,1573671491,24,search5,27458,completed,"3.18",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1573671491.3738","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1573671491.800222",0,"UI:Dashboard:overview",27423,1573671491,92,search7,27458,completed,"3.9530000000000003",,,,,,,,,,,,,,,,,,,,,,,
